date,home_team,away_team,home_score,away_score,goal_diff,tournament,country,neutral,home_is_host,elo_diff,home_higher_elo,home_recent_win_rate,away_recent_win_rate,recent_form_diff,home_avg_goals_last10,away_avg_goals_last10,diff_in_avg_goals,home_total_goals_last10,away_total_goals_last10,home_total_conceded_last10,away_total_conceded_last10,diff_in_total_conceded,tournament_weight,match_result
2006-01-11,Ghana,Togo,0,1,-1,Friendly,Tunisia,True,0,23.0,1,0.6,0.6,0.0,1.8,1.8,0.0,18.0,18.0,5.0,13.0,-8.0,1,away_win
2006-01-12,Tunisia,Libya,1,0,1,Friendly,Tunisia,False,1,163.0,1,0.6,0.1,0.5,1.7,0.4,1.2999999999999998,17.0,4.0,11.0,12.0,-1.0,1,home_win
2006-01-14,Egypt,South Africa,1,2,-1,Friendly,Egypt,False,1,56.0,1,0.5,0.1,0.4,2.0,1.7,0.30000000000000004,20.0,17.0,11.0,24.0,-13.0,1,away_win
2006-01-14,Morocco,Zimbabwe,1,0,1,Friendly,Morocco,False,1,54.0,1,0.6,0.4,0.19999999999999996,2.0,1.2,0.8,20.0,12.0,5.0,16.0,-11.0,1,home_win
2006-01-14,Senegal,DR Congo,0,0,0,Friendly,Senegal,False,1,131.0,1,0.5,0.2,0.3,1.9,1.4,0.5,19.0,14.0,11.0,18.0,-7.0,1,draw
2006-01-15,Tunisia,Ghana,2,0,2,Friendly,Tunisia,False,1,77.0,1,0.6,0.5,0.09999999999999998,1.5,1.6,-0.10000000000000009,15.0,16.0,10.0,6.0,4.0,1,home_win
2006-01-17,Ivory Coast,Jordan,2,0,2,Friendly,United Arab Emirates,True,0,123.0,1,0.5,0.2,0.3,1.6,0.9,0.7000000000000001,16.0,9.0,11.0,15.0,-4.0,1,home_win
2006-01-17,Morocco,Angola,2,2,0,Friendly,Morocco,False,1,85.0,1,0.6,0.4,0.19999999999999996,1.7,1.1,0.5999999999999999,17.0,11.0,5.0,10.0,-5.0,1,draw
2006-01-18,United Arab Emirates,South Korea,1,0,1,Friendly,United Arab Emirates,False,1,-171.0,0,0.2,0.4,-0.2,0.9,1.5,-0.6,9.0,15.0,14.0,6.0,8.0,1,home_win
2006-01-18,Saudi Arabia,Sweden,1,1,0,Friendly,Saudi Arabia,False,1,-68.0,0,0.5,0.6,-0.09999999999999998,1.4,2.3,-0.8999999999999999,14.0,23.0,11.0,9.0,2.0,1,draw
2006-01-20,Egypt,Libya,3,0,3,African Cup of Nations,Egypt,False,1,144.0,1,0.4,0.1,0.30000000000000004,1.5,0.3,1.2,15.0,3.0,12.0,12.0,0.0,4,home_win
2006-01-21,Cameroon,Angola,3,1,2,African Cup of Nations,Egypt,True,0,126.0,1,0.5,0.4,0.09999999999999998,1.5,1.2,0.30000000000000004,15.0,12.0,12.0,8.0,4.0,4,home_win
2006-01-21,Greece,South Korea,1,1,0,Friendly,Saudi Arabia,True,0,28.0,1,0.3,0.4,-0.10000000000000003,0.5,1.4,-0.8999999999999999,5.0,14.0,10.0,6.0,4.0,1,draw
2006-01-21,Morocco,Ivory Coast,0,1,-1,African Cup of Nations,Egypt,True,0,34.0,1,0.5,0.5,0.0,1.4,1.7,-0.30000000000000004,14.0,17.0,6.0,11.0,-5.0,4,away_win
2006-01-21,Saudi Arabia,Finland,1,1,0,Friendly,Saudi Arabia,False,1,49.0,1,0.4,0.3,0.10000000000000003,1.3,1.7,-0.3999999999999999,13.0,17.0,12.0,17.0,-5.0,1,draw
2006-01-21,Togo,DR Congo,0,2,-2,African Cup of Nations,Egypt,True,0,49.0,1,0.6,0.1,0.5,1.7,1.1,0.5999999999999999,17.0,11.0,12.0,17.0,-5.0,4,away_win
2006-01-22,South Africa,Guinea,0,2,-2,African Cup of Nations,Egypt,True,0,68.0,1,0.1,0.6,-0.5,1.7,1.4,0.30000000000000004,17.0,14.0,24.0,13.0,11.0,4,away_win
2006-01-22,Tunisia,Zambia,4,1,3,African Cup of Nations,Egypt,True,0,101.0,1,0.6,0.4,0.19999999999999996,1.5,1.8,-0.30000000000000004,15.0,18.0,10.0,10.0,0.0,4,home_win
2006-01-22,United States,Canada,0,0,0,Friendly,United States,False,1,256.0,1,0.5,0.4,0.09999999999999998,1.1,0.9,0.20000000000000007,11.0,9.0,6.0,15.0,-9.0,1,draw
2006-01-23,Zimbabwe,Senegal,0,2,-2,African Cup of Nations,Egypt,True,0,-73.0,0,0.3,0.5,-0.2,1.1,1.9,-0.7999999999999998,11.0,19.0,17.0,10.0,7.0,4,away_win
2006-01-23,Nigeria,Ghana,1,0,1,African Cup of Nations,Egypt,True,0,84.0,1,0.4,0.5,-0.09999999999999998,1.9,1.6,0.2999999999999998,19.0,16.0,13.0,8.0,5.0,4,home_win
2006-01-23,Jordan,Sweden,0,0,0,Friendly,United Arab Emirates,True,0,-228.0,0,0.1,0.6,-0.5,0.6,2.3,-1.6999999999999997,6.0,23.0,15.0,9.0,6.0,1,draw
2006-01-24,Egypt,Morocco,0,0,0,African Cup of Nations,Egypt,False,1,6.0,1,0.5,0.4,0.09999999999999998,1.8,1.3,0.5,18.0,13.0,10.0,7.0,3.0,4,draw
2006-01-24,Libya,Ivory Coast,1,2,-1,African Cup of Nations,Egypt,True,0,-104.0,0,0.1,0.6,-0.5,0.3,1.6,-1.3,3.0,16.0,15.0,9.0,6.0,4,away_win
2006-01-25,Angola,DR Congo,0,0,0,African Cup of Nations,Egypt,True,0,32.0,1,0.3,0.1,0.19999999999999998,1.1,1.1,0.0,11.0,11.0,10.0,16.0,-6.0,4,draw
2006-01-25,Cameroon,Togo,2,0,2,African Cup of Nations,Egypt,True,0,109.0,1,0.6,0.5,0.09999999999999998,1.6,1.6,0.0,16.0,16.0,10.0,14.0,-4.0,4,home_win
2006-01-25,Ecuador,Honduras,1,0,1,Friendly,Ecuador,False,1,19.0,1,0.3,0.4,-0.10000000000000003,1.0,1.5,-0.5,10.0,15.0,13.0,14.0,-1.0,1,home_win
2006-01-25,Finland,South Korea,0,1,-1,Friendly,Saudi Arabia,True,0,-66.0,0,0.2,0.3,-0.09999999999999998,1.4,1.1,0.2999999999999998,14.0,11.0,17.0,7.0,10.0,1,away_win
2006-01-25,Mexico,Norway,2,1,1,Friendly,United States,True,0,118.0,1,0.6,0.5,0.09999999999999998,2.0,1.0,1.0,20.0,10.0,12.0,10.0,2.0,1,home_win
2006-01-25,Saudi Arabia,Greece,1,1,0,Friendly,Saudi Arabia,False,1,-45.0,0,0.4,0.3,0.10000000000000003,1.4,0.6,0.7999999999999999,14.0,6.0,13.0,11.0,2.0,1,draw
2006-01-26,Zambia,Guinea,1,2,-1,African Cup of Nations,Egypt,True,0,43.0,1,0.3,0.6,-0.3,1.7,1.5,0.19999999999999996,17.0,15.0,13.0,13.0,0.0,4,away_win
2006-01-26,Tunisia,South Africa,2,0,2,African Cup of Nations,Egypt,True,0,76.0,1,0.7,0.1,0.6,1.8,1.4,0.40000000000000013,18.0,14.0,9.0,23.0,-14.0,4,home_win
2006-01-27,Ghana,Senegal,1,0,1,African Cup of Nations,Egypt,True,0,-64.0,0,0.5,0.5,0.0,1.4,1.5,-0.10000000000000009,14.0,15.0,7.0,9.0,-2.0,4,home_win
2006-01-27,Nigeria,Zimbabwe,2,0,2,African Cup of Nations,Egypt,True,0,93.0,1,0.5,0.3,0.2,1.9,0.9,0.9999999999999999,19.0,9.0,12.0,17.0,-5.0,4,home_win
2006-01-27,Saudi Arabia,Lebanon,1,2,-1,Friendly,Saudi Arabia,False,1,307.0,1,0.4,0.1,0.30000000000000004,1.4,1.3,0.09999999999999987,14.0,13.0,13.0,24.0,-11.0,1,away_win
2006-01-28,Egypt,Ivory Coast,3,1,2,African Cup of Nations,Egypt,False,1,40.0,1,0.5,0.6,-0.09999999999999998,1.8,1.5,0.30000000000000004,18.0,15.0,10.0,10.0,0.0,4,home_win
2006-01-28,Libya,Morocco,0,0,0,African Cup of Nations,Egypt,True,0,-138.0,0,0.1,0.3,-0.19999999999999998,0.4,0.9,-0.5,4.0,9.0,16.0,6.0,10.0,4,draw
2006-01-29,Cameroon,DR Congo,2,0,2,African Cup of Nations,Egypt,True,0,158.0,1,0.7,0.1,0.6,1.7,0.9,0.7999999999999999,17.0,9.0,9.0,14.0,-5.0,4,home_win
2006-01-29,South Korea,Croatia,2,0,2,Lunar New Year Cup,Hong Kong,True,0,-21.0,0,0.4,0.5,-0.09999999999999998,1.1,1.9,-0.7999999999999998,11.0,19.0,6.0,9.0,-3.0,2,home_win
2006-01-29,United States,Norway,5,0,5,Friendly,United States,False,1,118.0,1,0.5,0.4,0.09999999999999998,1.1,1.0,0.10000000000000009,11.0,10.0,6.0,12.0,-6.0,1,home_win
2006-01-29,Angola,Togo,3,2,1,African Cup of Nations,Egypt,True,0,-17.0,0,0.3,0.4,-0.10000000000000003,1.0,1.2,-0.19999999999999996,10.0,12.0,9.0,15.0,-6.0,4,home_win
2006-01-30,Bahrain,Syria,1,1,0,Friendly,Bahrain,False,1,138.0,1,0.2,0.2,0.0,2.0,1.3,0.7,20.0,13.0,12.0,18.0,-6.0,1,draw
2006-01-30,Tunisia,Guinea,0,3,-3,African Cup of Nations,Egypt,True,0,144.0,1,0.8,0.6,0.20000000000000007,2.0,1.4,0.6000000000000001,20.0,14.0,6.0,12.0,-6.0,4,away_win
2006-01-30,Zambia,South Africa,1,0,1,African Cup of Nations,Egypt,True,0,-25.0,0,0.2,0.1,0.1,1.6,1.3,0.30000000000000004,16.0,13.0,14.0,24.0,-10.0,4,home_win
2006-01-31,Ghana,Zimbabwe,1,2,-1,African Cup of Nations,Egypt,True,0,9.0,1,0.6,0.2,0.39999999999999997,1.4,0.7,0.7,14.0,7.0,6.0,18.0,-12.0,4,away_win
2006-01-31,Nigeria,Senegal,2,1,1,African Cup of Nations,Egypt,True,0,20.0,1,0.6,0.5,0.09999999999999998,1.9,1.5,0.3999999999999999,19.0,15.0,10.0,10.0,0.0,4,home_win
2006-02-01,Hong Kong,Croatia,0,4,-4,Lunar New Year Cup,Hong Kong,False,1,-318.0,0,0.4,0.5,-0.09999999999999998,3.4,1.6,1.7999999999999998,34.0,16.0,21.0,8.0,13.0,2,away_win
2006-02-01,Thailand,Jordan,0,0,0,Friendly,Thailand,False,1,-81.0,0,0.2,0.0,0.2,1.7,0.3,1.4,17.0,3.0,14.0,15.0,-1.0,1,draw
2006-02-03,Egypt,DR Congo,4,1,3,African Cup of Nations,Egypt,False,1,130.0,1,0.6,0.1,0.5,2.1,0.9,1.2000000000000002,21.0,9.0,9.0,16.0,-7.0,4,home_win
2006-02-03,Guinea,Senegal,2,3,-1,African Cup of Nations,Egypt,True,0,-131.0,0,0.7,0.5,0.19999999999999996,1.7,1.4,0.30000000000000004,17.0,14.0,10.0,10.0,0.0,4,away_win
2006-02-04,Nigeria,Tunisia,1,1,0,African Cup of Nations,Egypt,True,0,7.0,1,0.7,0.7,0.0,2.0,1.8,0.19999999999999996,20.0,18.0,9.0,9.0,0.0,4,draw
2006-02-04,Cameroon,Ivory Coast,1,1,0,African Cup of Nations,Egypt,True,0,68.0,1,0.8,0.6,0.20000000000000007,1.9,1.6,0.2999999999999998,19.0,16.0,6.0,13.0,-7.0,4,draw
2006-02-06,Oman,Singapore,1,0,1,Friendly,Qatar,True,0,0.0,0,0.3,0.9,-0.6000000000000001,1.5,2.8,-1.2999999999999998,15.0,28.0,14.0,10.0,4.0,1,home_win
2006-02-07,Nigeria,Ivory Coast,0,1,-1,African Cup of Nations,Egypt,True,0,66.0,1,0.6,0.5,0.09999999999999998,1.9,1.5,0.3999999999999999,19.0,15.0,10.0,14.0,-4.0,4,away_win
2006-02-07,Syria,Palestine,3,0,3,Friendly,Syria,False,1,151.0,1,0.1,0.1,0.0,1.2,0.5,0.7,12.0,5.0,18.0,21.0,-3.0,1,home_win
2006-02-07,Kuwait,Jordan,2,1,1,Friendly,Kuwait,False,1,44.0,1,0.2,0.0,0.2,0.8,0.3,0.5,8.0,3.0,15.0,14.0,1.0,1,home_win
2006-02-07,Egypt,Senegal,2,1,1,African Cup of Nations,Egypt,False,1,-6.0,0,0.6,0.6,0.0,2.1,1.7,0.40000000000000013,21.0,17.0,9.0,12.0,-3.0,4,home_win
2006-02-09,Senegal,Nigeria,0,1,-1,African Cup of Nations,Egypt,True,0,-20.0,0,0.5,0.6,-0.09999999999999998,1.7,1.8,-0.10000000000000009,17.0,18.0,14.0,10.0,4.0,4,away_win
2006-02-10,United States,Japan,3,2,1,Friendly,United States,False,1,53.0,1,0.5,0.5,0.0,1.3,1.6,-0.30000000000000004,13.0,16.0,5.0,13.0,-8.0,1,home_win
2006-02-10,Egypt,Ivory Coast,0,0,0,African Cup of Nations,Egypt,False,1,40.0,1,0.7,0.6,0.09999999999999998,2.2,1.6,0.6000000000000001,22.0,16.0,9.0,11.0,-2.0,4,draw
2006-02-11,Costa Rica,South Korea,1,0,1,Friendly,United States,True,0,20.0,1,0.5,0.5,0.0,1.7,1.3,0.3999999999999999,17.0,13.0,13.0,6.0,7.0,1,home_win
2006-02-12,China PR,Honduras,0,1,-1,Friendly,China PR,False,1,-81.0,0,0.3,0.4,-0.10000000000000003,1.6,1.4,0.20000000000000018,16.0,14.0,12.0,14.0,-2.0,1,away_win
2006-02-13,Oman,Iraq,1,0,1,Friendly,Oman,False,1,-114.0,0,0.4,0.4,0.0,1.6,1.8,-0.19999999999999996,16.0,18.0,14.0,9.0,5.0,1,home_win
2006-02-14,Jordan,Kazakhstan,2,0,2,Friendly,Jordan,False,1,189.0,1,0.0,0.0,0.0,0.4,0.5,-0.09999999999999998,4.0,5.0,12.0,26.0,-14.0,1,home_win
2006-02-14,Qatar,Tajikistan,2,0,2,Friendly,Qatar,False,1,194.0,1,0.5,0.4,0.09999999999999998,1.9,1.1,0.7999999999999998,19.0,11.0,11.0,15.0,-4.0,1,home_win
2006-02-14,Saudi Arabia,Syria,1,1,0,Friendly,Saudi Arabia,False,1,198.0,1,0.3,0.2,0.09999999999999998,1.2,1.3,-0.10000000000000009,12.0,13.0,15.0,16.0,-1.0,1,draw
2006-02-15,Hong Kong,Singapore,1,1,0,Friendly,Hong Kong,False,1,-100.0,0,0.4,0.9,-0.5,3.4,2.8,0.6000000000000001,34.0,28.0,23.0,11.0,12.0,1,draw
2006-02-15,Mexico,South Korea,0,1,-1,Friendly,United States,True,0,86.0,1,0.6,0.5,0.09999999999999998,2.1,1.3,0.8,21.0,13.0,13.0,6.0,7.0,1,away_win
2006-02-16,Bahrain,Palestine,0,2,-2,Friendly,Bahrain,False,1,288.0,1,0.1,0.1,0.0,1.6,0.4,1.2000000000000002,16.0,4.0,13.0,23.0,-10.0,1,away_win
2006-02-16,Thailand,Iraq,4,3,1,Friendly,Thailand,False,1,-174.0,0,0.2,0.4,-0.2,1.6,1.7,-0.09999999999999987,16.0,17.0,13.0,8.0,5.0,1,home_win
2006-02-18,Hong Kong,India,2,2,0,Friendly,Hong Kong,False,1,2.0,1,0.3,0.5,-0.2,3.3,1.2,2.0999999999999996,33.0,12.0,24.0,9.0,15.0,1,draw
2006-02-18,Japan,Finland,2,0,2,Friendly,Japan,False,1,100.0,1,0.4,0.2,0.2,1.7,1.1,0.5999999999999999,17.0,11.0,16.0,14.0,2.0,1,home_win
2006-02-18,Pakistan,Palestine,0,3,-3,Friendly,Bahrain,True,0,-77.0,0,0.3,0.2,0.09999999999999998,0.6,0.6,0.0,6.0,6.0,8.0,20.0,-12.0,1,away_win
2006-02-19,New Zealand,Malaysia,1,0,1,Friendly,New Zealand,False,1,10.0,1,0.3,0.5,-0.2,1.8,1.8,0.0,18.0,18.0,20.0,19.0,1.0,1,home_win
2006-02-19,United States,Guatemala,4,0,4,Friendly,United States,False,1,181.0,1,0.5,0.2,0.3,1.4,1.6,-0.20000000000000018,14.0,16.0,6.0,24.0,-18.0,1,home_win
2006-02-22,Syria,South Korea,1,2,-1,AFC Asian Cup qualification,Syria,False,1,-198.0,0,0.2,0.5,-0.3,1.4,1.1,0.2999999999999998,14.0,11.0,16.0,6.0,10.0,2,away_win
2006-02-22,Singapore,Iraq,2,0,2,AFC Asian Cup qualification,Singapore,False,1,-114.0,0,0.8,0.3,0.5,2.3,1.9,0.3999999999999999,23.0,19.0,10.0,12.0,-2.0,2,home_win
2006-02-22,Uzbekistan,Bangladesh,5,0,5,AFC Asian Cup qualification,Uzbekistan,False,1,276.0,1,0.3,0.4,-0.10000000000000003,1.6,1.0,0.6000000000000001,16.0,10.0,14.0,9.0,5.0,2,home_win
2006-02-22,United Arab Emirates,Oman,1,0,1,AFC Asian Cup qualification,United Arab Emirates,False,1,27.0,1,0.3,0.4,-0.10000000000000003,0.9,1.4,-0.4999999999999999,9.0,14.0,12.0,13.0,-1.0,2,home_win
2006-02-22,Lebanon,Kuwait,1,1,0,AFC Asian Cup qualification,Lebanon,False,1,-177.0,0,0.2,0.3,-0.09999999999999998,1.4,1.0,0.3999999999999999,14.0,10.0,22.0,15.0,7.0,2,draw
2006-02-22,Yemen,Saudi Arabia,0,4,-4,AFC Asian Cup qualification,Yemen,False,1,-352.0,0,0.2,0.2,0.0,1.1,1.0,0.10000000000000009,11.0,10.0,19.0,16.0,3.0,2,away_win
2006-02-22,Japan,India,6,0,6,AFC Asian Cup qualification,Japan,False,1,332.0,1,0.5,0.5,0.0,1.7,1.3,0.3999999999999999,17.0,13.0,14.0,10.0,4.0,2,home_win
2006-02-22,Hong Kong,Qatar,0,3,-3,AFC Asian Cup qualification,Hong Kong,False,1,-106.0,0,0.3,0.5,-0.2,3.5,1.7,1.8,35.0,17.0,19.0,10.0,9.0,2,away_win
2006-02-22,China PR,Palestine,2,0,2,AFC Asian Cup qualification,China PR,False,1,233.0,1,0.2,0.3,-0.09999999999999998,0.9,0.8,0.09999999999999998,9.0,8.0,13.0,19.0,-6.0,2,home_win
2006-02-22,Bahrain,Australia,1,3,-2,AFC Asian Cup qualification,Bahrain,False,1,-8.0,0,0.1,0.6,-0.5,1.4,2.4,-1.0,14.0,24.0,13.0,12.0,1.0,2,away_win
2006-02-22,Iran,Taiwan,4,0,4,AFC Asian Cup qualification,Iran,False,1,466.0,1,0.7,0.3,0.39999999999999997,1.5,1.2,0.30000000000000004,15.0,12.0,6.0,30.0,-24.0,2,home_win
2006-02-22,Jordan,Pakistan,3,0,3,AFC Asian Cup qualification,Jordan,False,1,270.0,1,0.1,0.3,-0.19999999999999998,0.6,0.6,0.0,6.0,6.0,10.0,7.0,3.0,2,home_win
2006-02-23,New Zealand,Malaysia,2,1,1,Friendly,New Zealand,False,1,10.0,1,0.4,0.5,-0.09999999999999998,1.9,1.7,0.19999999999999996,19.0,17.0,17.0,14.0,3.0,1,home_win
2006-02-24,Kazakhstan,North Korea,0,0,0,Friendly,Cyprus,True,0,-205.0,0,0.0,0.3,-0.3,0.4,0.8,-0.4,4.0,8.0,25.0,13.0,12.0,1,draw
2006-02-24,Guyana,Antigua and Barbuda,2,1,1,Friendly,Guyana,False,1,-57.0,0,0.4,0.4,0.0,1.5,1.5,0.0,15.0,15.0,17.0,22.0,-5.0,1,home_win
2006-02-26,Guyana,Antigua and Barbuda,4,1,3,Friendly,Guyana,False,1,-57.0,0,0.5,0.4,0.09999999999999998,1.6,1.6,0.0,16.0,16.0,15.0,22.0,-7.0,1,home_win
2006-02-28,Iceland,Trinidad and Tobago,0,2,-2,Friendly,England,True,0,-127.0,0,0.2,0.4,-0.2,1.7,1.1,0.5999999999999999,17.0,11.0,25.0,12.0,13.0,1,away_win
2006-02-28,Greece,Belarus,1,0,1,Cyprus International Tournament,Cyprus,True,0,138.0,1,0.3,0.3,0.0,0.7,1.0,-0.30000000000000004,7.0,10.0,11.0,12.0,-1.0,2,home_win
2006-02-28,Finland,Kazakhstan,0,0,0,Cyprus International Tournament,Cyprus,True,0,298.0,1,0.2,0.0,0.2,1.1,0.4,0.7000000000000001,11.0,4.0,15.0,21.0,-6.0,2,draw
2006-02-28,Romania,Armenia,2,0,2,Cyprus International Tournament,Cyprus,True,0,255.0,1,0.6,0.2,0.39999999999999997,1.6,0.9,0.7000000000000001,16.0,9.0,9.0,17.0,-8.0,2,home_win
2006-02-28,Bosnia and Herzegovina,Japan,2,2,0,Friendly,Germany,True,0,-151.0,0,0.4,0.6,-0.19999999999999996,1.2,2.3,-1.0999999999999999,12.0,23.0,11.0,13.0,-2.0,1,draw
2006-02-28,Azerbaijan,Ukraine,0,0,0,Friendly,Azerbaijan,False,1,-235.0,0,0.0,0.6,-0.6,0.2,1.2,-1.0,2.0,12.0,23.0,5.0,18.0,1,draw
2006-02-28,Cyprus,Slovenia,0,1,-1,Cyprus International Tournament,Cyprus,False,1,-81.0,0,0.4,0.1,0.30000000000000004,1.1,0.6,0.5000000000000001,11.0,6.0,14.0,14.0,0.0,2,away_win
2006-02-28,Algeria,Burkina Faso,0,0,0,Friendly,France,True,0,16.0,1,0.2,0.2,0.0,1.1,0.9,0.20000000000000007,11.0,9.0,18.0,17.0,1.0,1,draw
2006-03-01,Russia,Brazil,0,1,-1,Friendly,Russia,False,1,-173.0,0,0.4,0.6,-0.19999999999999996,1.5,3.0,-1.5,15.0,30.0,8.0,8.0,0.0,1,away_win
2006-03-01,Netherlands,Ecuador,1,0,1,Friendly,Netherlands,False,1,141.0,1,0.7,0.3,0.39999999999999997,2.0,0.9,1.1,20.0,9.0,5.0,13.0,-8.0,1,home_win
2006-03-01,Northern Ireland,Estonia,1,0,1,Friendly,Northern Ireland,False,1,-81.0,0,0.2,0.4,-0.2,0.8,1.2,-0.3999999999999999,8.0,12.0,17.0,11.0,6.0,1,home_win
2006-03-01,Spain,Ivory Coast,3,2,1,Friendly,Spain,False,1,91.0,1,0.6,0.6,0.0,2.1,1.4,0.7000000000000002,21.0,14.0,5.0,8.0,-3.0,1,home_win
2006-03-01,Pakistan,United Arab Emirates,1,4,-3,AFC Asian Cup qualification,Pakistan,False,1,-282.0,0,0.3,0.4,-0.10000000000000003,0.5,1.0,-0.5,5.0,10.0,9.0,12.0,-3.0,2,away_win
2006-03-01,Palestine,Singapore,1,0,1,AFC Asian Cup qualification,Jordan,True,0,-169.0,0,0.3,0.8,-0.5,0.7,2.2,-1.5000000000000002,7.0,22.0,19.0,10.0,9.0,2,home_win
2006-03-01,Poland,United States,0,1,-1,Friendly,Germany,True,0,-68.0,0,0.9,0.6,0.30000000000000004,2.4,1.8,0.5999999999999999,24.0,18.0,11.0,6.0,5.0,1,away_win
2006-03-01,Oman,Jordan,3,0,3,AFC Asian Cup qualification,Oman,False,1,-15.0,0,0.3,0.2,0.09999999999999998,1.2,0.9,0.29999999999999993,12.0,9.0,13.0,10.0,3.0,2,home_win
2006-03-01,Venezuela,Colombia,1,1,0,Friendly,Venezuela,False,1,-136.0,0,0.2,0.5,-0.3,1.2,1.9,-0.7,12.0,19.0,15.0,11.0,4.0,1,draw
2006-03-01,Senegal,Norway,2,1,1,Friendly,Senegal,False,1,39.0,1,0.4,0.4,0.0,1.4,1.0,0.3999999999999999,14.0,10.0,15.0,17.0,-2.0,1,home_win
2006-03-01,Slovenia,Romania,0,2,-2,Cyprus International Tournament,Cyprus,True,0,-134.0,0,0.2,0.7,-0.49999999999999994,0.7,1.6,-0.9000000000000001,7.0,16.0,14.0,7.0,7.0,2,away_win
2006-03-01,Mexico,Ghana,1,0,1,Friendly,United States,True,0,156.0,1,0.6,0.5,0.09999999999999998,2.0,1.3,0.7,20.0,13.0,12.0,7.0,5.0,1,home_win
2006-03-01,Qatar,Uzbekistan,2,1,1,AFC Asian Cup qualification,Qatar,False,1,-83.0,0,0.5,0.3,0.2,1.7,1.9,-0.19999999999999996,17.0,19.0,10.0,13.0,-3.0,2,home_win
2006-03-01,Wales,Paraguay,0,0,0,Friendly,Wales,False,1,-122.0,0,0.3,0.6,-0.3,0.9,1.8,-0.9,9.0,18.0,11.0,15.0,-4.0,1,draw
2006-03-01,Saudi Arabia,Portugal,0,3,-3,Friendly,Germany,True,0,-95.0,0,0.2,0.7,-0.49999999999999994,1.3,2.0,-0.7,13.0,20.0,16.0,3.0,13.0,1,away_win
2006-03-01,Tunisia,Serbia,0,1,-1,Friendly,Tunisia,False,1,89.0,1,0.6,0.4,0.19999999999999996,1.8,1.2,0.6000000000000001,18.0,12.0,10.0,9.0,1.0,1,away_win
2006-03-01,Scotland,Switzerland,1,3,-2,Friendly,Scotland,False,1,-82.0,0,0.3,0.5,-0.2,1.2,1.5,-0.30000000000000004,12.0,15.0,12.0,8.0,4.0,1,away_win
2006-03-01,Malta,Georgia,0,2,-2,Malta International Tournament,Malta,False,1,-83.0,0,0.0,0.2,-0.2,0.5,1.4,-0.8999999999999999,5.0,14.0,29.0,28.0,1.0,2,away_win
2006-03-01,Turkey,Czech Republic,2,2,0,Friendly,Turkey,False,1,-47.0,0,0.6,0.7,-0.09999999999999998,2.2,2.8,-0.5999999999999996,22.0,28.0,12.0,9.0,3.0,1,draw
2006-03-01,Luxembourg,Belgium,0,2,-2,Friendly,Luxembourg,False,1,-344.0,0,0.0,0.4,-0.4,0.1,1.7,-1.5999999999999999,1.0,17.0,38.0,12.0,26.0,1,away_win
2006-03-01,France,Slovakia,1,2,-1,Friendly,France,False,1,146.0,1,0.6,0.3,0.3,1.8,1.1,0.7,18.0,11.0,5.0,10.0,-5.0,1,away_win
2006-03-01,Argentina,Croatia,2,3,-1,Friendly,Switzerland,True,0,68.0,1,0.4,0.5,-0.09999999999999998,1.7,1.6,0.09999999999999987,17.0,16.0,15.0,8.0,7.0,1,away_win
2006-03-01,Austria,Canada,0,2,-2,Friendly,Austria,False,1,41.0,1,0.3,0.4,-0.10000000000000003,1.4,0.8,0.5999999999999999,14.0,8.0,11.0,12.0,-1.0,1,away_win
2006-03-01,Italy,Germany,4,1,3,Friendly,Italy,False,1,32.0,1,0.5,0.4,0.09999999999999998,1.6,1.9,-0.2999999999999998,16.0,19.0,8.0,16.0,-8.0,1,home_win
2006-03-01,Cyprus,Armenia,2,0,2,Cyprus International Tournament,Cyprus,False,1,40.0,1,0.4,0.2,0.2,1.0,0.8,0.19999999999999996,10.0,8.0,14.0,18.0,-4.0,2,home_win
2006-03-01,England,Uruguay,2,1,1,Friendly,England,False,1,55.0,1,0.8,0.3,0.5,1.9,0.8,1.0999999999999999,19.0,8.0,11.0,10.0,1.0,1,home_win
2006-03-01,Finland,Belarus,2,2,0,Cyprus International Tournament,Cyprus,True,0,44.0,1,0.2,0.2,0.0,1.1,0.7,0.40000000000000013,11.0,7.0,11.0,12.0,-1.0,2,draw
2006-03-01,Bangladesh,Hong Kong,0,1,-1,AFC Asian Cup qualification,Bangladesh,False,1,-87.0,0,0.4,0.3,0.10000000000000003,0.8,3.5,-2.7,8.0,35.0,12.0,22.0,-10.0,2,away_win
2006-03-01,North Macedonia,Bulgaria,0,1,-1,Friendly,North Macedonia,False,1,-138.0,0,0.2,0.5,-0.3,0.7,2.0,-1.3,7.0,20.0,21.0,16.0,5.0,1,away_win
2006-03-01,Iraq,China PR,2,1,1,AFC Asian Cup qualification,United Arab Emirates,True,0,50.0,1,0.3,0.3,0.0,1.7,1.1,0.5999999999999999,17.0,11.0,12.0,10.0,2.0,2,home_win
2006-03-01,Republic of Ireland,Sweden,3,0,3,Friendly,Republic of Ireland,False,1,-40.0,0,0.5,0.5,0.0,1.0,2.0,-1.0,10.0,20.0,6.0,9.0,-3.0,1,home_win
2006-03-01,Israel,Denmark,0,2,-2,Friendly,Israel,False,1,-113.0,0,0.3,0.7,-0.39999999999999997,1.6,2.3,-0.6999999999999997,16.0,23.0,13.0,9.0,4.0,1,away_win
2006-03-01,Albania,Lithuania,1,2,-1,Friendly,Albania,False,1,54.0,1,0.3,0.3,0.0,1.0,0.6,0.4,10.0,6.0,17.0,9.0,8.0,1,away_win
