Unnamed: 0,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date
1464,4.0,Switzerland,SUI,56.0,56.0,-1,UEFA,1994-04-19
1465,3.0,Norway,NOR,57.0,58.0,0,UEFA,1994-04-19
1466,2.0,Germany,GER,59.0,59.0,1,UEFA,1994-04-19
1467,1.0,Brazil,BRA,59.0,58.0,-1,CONMEBOL,1994-04-19
1471,15.0,France,FRA,51.0,52.0,0,UEFA,1994-04-19
1472,16.0,England,ENG,51.0,54.0,4,UEFA,1994-04-19
1474,17.0,Uruguay,URU,51.0,51.0,0,CONMEBOL,1994-04-19
1475,36.0,Austria,AUT,39.0,40.0,1,UEFA,1994-04-19
1477,34.0,Saudi Arabia,KSA,39.0,39.0,-2,AFC,1994-04-19
1478,33.0,Belgium,BEL,40.0,41.0,0,UEFA,1994-04-19
1480,31.0,Scotland,SCO,42.0,42.0,1,UEFA,1994-04-19
1481,30.0,Tunisia,TUN,43.0,41.0,-2,CAF,1994-04-19
1482,29.0,Ghana,GHA,44.0,41.0,-2,CAF,1994-04-19
1485,26.0,Morocco,MAR,44.0,44.0,-3,CAF,1994-04-19
1487,24.0,Egypt,EGY,45.0,44.0,-1,CAF,1994-04-19
1488,23.0,United States,USA,46.0,47.0,2,CONCACAF,1994-04-19
1489,22.0,Portugal,POR,48.0,49.0,3,UEFA,1994-04-19
1490,21.0,Ivory Coast,CIV,48.0,44.0,-7,CAF,1994-04-19
1491,20.0,Colombia,COL,49.0,49.0,0,CONMEBOL,1994-04-19
1496,79.0,New Zealand,NZL,22.0,22.0,-2,OFC,1994-04-19
1505,121.0,Haiti,HAI,9.0,5.0,-15,CONCACAF,1994-05-17
1510,3.0,Sweden,SWE,57.0,55.0,-6,UEFA,1994-05-17
1527,102.0,Croatia,CRO,13.0,13.0,-1,UEFA,1994-05-17
1536,130.0,Panama,PAN,7.0,7.0,0,CONCACAF,1994-05-17
1555,2.0,Germany,GER,59.0,59.0,0,UEFA,1994-05-17
1558,153.0,Cape Verde,CPV,2.0,2.0,4,CAF,1994-05-17
1568,92.0,Jordan,JOR,17.0,17.0,3,AFC,1994-05-17
1582,28.0,Ghana,GHA,44.0,44.0,-1,CAF,1994-05-17
1584,30.0,Morocco,MAR,44.0,44.0,4,CAF,1994-05-17
1585,31.0,Tunisia,TUN,42.0,43.0,1,CAF,1994-05-17
1588,34.0,Belgium,BEL,40.0,40.0,1,UEFA,1994-05-17
1589,35.0,Saudi Arabia,KSA,39.0,39.0,1,AFC,1994-05-17
1591,37.0,South Korea,KOR,37.0,36.0,-3,AFC,1994-05-17
1595,41.0,Austria,AUT,36.0,39.0,5,UEFA,1994-05-17
1598,44.0,Australia,AUS,35.0,35.0,0,AFC,1994-05-17
1600,26.0,Scotland,SCO,44.0,42.0,-5,UEFA,1994-05-17
1601,25.0,Egypt,EGY,45.0,45.0,1,CAF,1994-05-17
1603,4.0,Norway,NOR,56.0,57.0,1,UEFA,1994-05-17
1605,8.0,Switzerland,SUI,54.0,56.0,4,UEFA,1994-05-17
1606,9.0,Spain,ESP,54.0,55.0,2,UEFA,1994-05-17
1608,11.0,Netherlands,NED,53.0,55.0,3,UEFA,1994-05-17
1610,13.0,Mexico,MEX,51.0,52.0,0,CONCACAF,1994-05-17
1612,14.0,Uruguay,URU,50.0,51.0,-3,CONMEBOL,1994-05-17
1614,17.0,France,FRA,50.0,51.0,2,UEFA,1994-05-17
1615,18.0,Colombia,COL,50.0,49.0,-2,CONMEBOL,1994-05-17
1618,21.0,Ivory Coast,CIV,47.0,48.0,0,CAF,1994-05-17
1619,22.0,Portugal,POR,47.0,48.0,0,UEFA,1994-05-17
1620,23.0,United States,USA,46.0,46.0,0,CONCACAF,1994-05-17
1621,15.0,England,ENG,50.0,51.0,-1,UEFA,1994-05-17
1622,6.0,Argentina,ARG,55.0,54.0,-4,CONMEBOL,1994-05-17
1623,47.0,Ecuador,ECU,34.0,34.0,2,CONMEBOL,1994-05-17
1630,77.0,New Zealand,NZL,21.0,22.0,-2,OFC,1994-05-17
1631,78.0,South Africa,RSA,21.0,16.0,-14,CAF,1994-05-17
1642,71.0,Qatar,QAT,23.0,30.0,11,AFC,1994-05-17
1650,54.0,Japan,JPN,32.0,36.0,12,AFC,1994-05-17
1651,55.0,Senegal,SEN,31.0,31.0,-3,CAF,1994-05-17
1652,56.0,Turkey,TUR,31.0,31.0,-1,UEFA,1994-05-17
1653,57.0,Iran,IRN,30.0,30.0,-2,AFC,1994-05-17
1655,58.0,Canada,CAN,29.0,32.0,3,CONCACAF,1994-05-17
1656,60.0,Paraguay,PAR,28.0,28.0,-1,CONMEBOL,1994-05-17
1657,61.0,Iraq,IRQ,28.0,28.0,-4,AFC,1994-05-17
1664,59.0,Czech Republic,CZE,28.0,28.0,-4,UEFA,1994-05-17
1665,46.0,Algeria,ALG,34.0,37.0,8,CAF,1994-05-17
1666,1.0,Brazil,BRA,59.0,59.0,0,CONMEBOL,1994-05-17
1691,90.0,New Zealand,NZL,17.0,21.0,13,OFC,1994-06-14
1692,91.0,Croatia,CRO,17.0,13.0,-11,UEFA,1994-06-14
1696,96.0,Jordan,JOR,15.0,17.0,4,AFC,1994-06-14
1710,153.0,Cape Verde,CPV,2.0,2.0,0,CAF,1994-06-14
1718,122.0,Haiti,HAI,9.0,9.0,1,CONCACAF,1994-06-14
1731,131.0,Panama,PAN,7.0,7.0,1,CONCACAF,1994-06-14
1755,25.0,Egypt,EGY,45.0,45.0,0,CAF,1994-06-14
1756,26.0,Ghana,GHA,44.0,44.0,-2,CAF,1994-06-14
1757,27.0,Belgium,BEL,44.0,40.0,-7,UEFA,1994-06-14
1758,28.0,Morocco,MAR,44.0,44.0,-2,CAF,1994-06-14
1760,30.0,Tunisia,TUN,42.0,42.0,-1,CAF,1994-06-14
1763,33.0,Scotland,SCO,40.0,44.0,7,UEFA,1994-06-14
1764,34.0,Saudi Arabia,KSA,40.0,39.0,-1,AFC,1994-06-14
1766,36.0,Austria,AUT,38.0,36.0,-5,UEFA,1994-06-14
1767,37.0,South Korea,KOR,38.0,37.0,0,AFC,1994-06-14
1769,39.0,Ecuador,ECU,37.0,34.0,-8,CONMEBOL,1994-06-14
1775,23.0,United States,USA,47.0,46.0,0,CONCACAF,1994-06-14
1776,22.0,Portugal,POR,47.0,47.0,0,UEFA,1994-06-14
1777,21.0,Ivory Coast,CIV,47.0,47.0,0,CAF,1994-06-14
1778,1.0,Germany,GER,60.0,59.0,-1,UEFA,1994-06-14
1779,2.0,Netherlands,NED,59.0,53.0,-9,UEFA,1994-06-14
1780,3.0,Brazil,BRA,59.0,59.0,2,CONMEBOL,1994-06-14
1782,5.0,Spain,ESP,56.0,54.0,-4,UEFA,1994-06-14
1783,6.0,Norway,NOR,56.0,56.0,2,UEFA,1994-06-14
1785,8.0,Argentina,ARG,55.0,55.0,2,CONMEBOL,1994-06-14
1788,10.0,Sweden,SWE,55.0,57.0,7,UEFA,1994-06-14
1789,12.0,Switzerland,SUI,54.0,54.0,4,UEFA,1994-06-14
1790,13.0,France,FRA,53.0,50.0,-4,UEFA,1994-06-14
1792,15.0,England,ENG,52.0,50.0,0,UEFA,1994-06-14
1793,16.0,Mexico,MEX,51.0,51.0,3,CONCACAF,1994-06-14
1794,17.0,Colombia,COL,51.0,50.0,-1,CONMEBOL,1994-06-14
1795,18.0,Uruguay,URU,50.0,50.0,4,CONMEBOL,1994-06-14
1799,45.0,Czech Republic,CZE,35.0,28.0,-14,UEFA,1994-06-14
1801,47.0,Australia,AUS,34.0,35.0,3,AFC,1994-06-14
1802,65.0,Iraq,IRQ,26.0,28.0,4,AFC,1994-06-14
1806,69.0,Qatar,QAT,23.0,23.0,-2,AFC,1994-06-14
1813,76.0,South Africa,RSA,21.0,21.0,-2,CAF,1994-06-14
1827,52.0,Japan,JPN,33.0,32.0,-2,AFC,1994-06-14
1829,54.0,Canada,CAN,31.0,29.0,-4,CONCACAF,1994-06-14
1830,55.0,Senegal,SEN,31.0,31.0,0,CAF,1994-06-14
1832,57.0,Turkey,TUR,31.0,31.0,1,UEFA,1994-06-14
1834,58.0,Iran,IRN,30.0,30.0,1,AFC,1994-06-14
1835,60.0,Paraguay,PAR,28.0,28.0,0,CONMEBOL,1994-06-14
1838,48.0,Algeria,ALG,34.0,34.0,2,CAF,1994-06-14
1843,153.0,Cape Verde,CPV,2.0,2.0,0,CAF,1994-07-21
1876,58.0,Paraguay,PAR,27.0,28.0,-2,CONMEBOL,1994-07-21
1877,57.0,Turkey,TUR,31.0,31.0,0,UEFA,1994-07-21
1878,56.0,Senegal,SEN,31.0,31.0,1,CAF,1994-07-21
1881,53.0,Canada,CAN,31.0,31.0,-1,CONCACAF,1994-07-21
1886,48.0,Algeria,ALG,34.0,34.0,0,CAF,1994-07-21
1887,47.0,Australia,AUS,34.0,34.0,0,AFC,1994-07-21
1888,46.0,Ecuador,ECU,34.0,37.0,7,CONMEBOL,1994-07-21
1890,44.0,Czech Republic,CZE,35.0,35.0,-1,UEFA,1994-07-21
1895,63.0,Iran,IRN,24.0,30.0,5,AFC,1994-07-21
1902,74.0,South Africa,RSA,21.0,21.0,-2,CAF,1994-07-21
1908,68.0,Iraq,IRQ,23.0,26.0,3,AFC,1994-07-21
1909,67.0,Qatar,QAT,23.0,23.0,-2,AFC,1994-07-21
1917,17.0,Colombia,COL,53.0,51.0,0,CONMEBOL,1994-07-21
1918,16.0,France,FRA,53.0,53.0,3,UEFA,1994-07-21
1919,15.0,Mexico,MEX,53.0,51.0,-1,CONCACAF,1994-07-21
1923,11.0,Switzerland,SUI,56.0,54.0,-1,UEFA,1994-07-21
1925,9.0,Argentina,ARG,57.0,55.0,1,CONMEBOL,1994-07-21
1926,8.0,Norway,NOR,58.0,56.0,2,UEFA,1994-07-21
1928,6.0,Spain,ESP,60.0,56.0,1,UEFA,1994-07-21
1929,5.0,Netherlands,NED,61.0,59.0,3,UEFA,1994-07-21
1930,4.0,Germany,GER,61.0,60.0,3,UEFA,1994-07-21
1931,3.0,Sweden,SWE,61.0,55.0,-7,UEFA,1994-07-21
1933,1.0,Brazil,BRA,65.0,59.0,-2,CONMEBOL,1994-07-21
1934,18.0,England,ENG,52.0,52.0,3,UEFA,1994-07-21
1938,38.0,Japan,JPN,38.0,33.0,-14,AFC,1994-07-21
1939,37.0,Austria,AUT,38.0,38.0,1,UEFA,1994-07-21
1940,36.0,South Korea,KOR,39.0,38.0,-1,AFC,1994-07-21
1943,33.0,Scotland,SCO,40.0,40.0,0,UEFA,1994-07-21
1945,31.0,Tunisia,TUN,42.0,42.0,1,CAF,1994-07-21
1946,30.0,Morocco,MAR,43.0,44.0,2,CAF,1994-07-21
1947,29.0,Saudi Arabia,KSA,43.0,40.0,-5,AFC,1994-07-21
1948,28.0,Ghana,GHA,43.0,44.0,2,CAF,1994-07-21
1950,26.0,Egypt,EGY,45.0,45.0,1,CAF,1994-07-21
1951,25.0,Portugal,POR,45.0,47.0,3,UEFA,1994-07-21
1952,24.0,Ivory Coast,CIV,45.0,47.0,3,CAF,1994-07-21
1953,23.0,Uruguay,URU,47.0,50.0,5,CONMEBOL,1994-07-21
1954,22.0,United States,USA,48.0,47.0,-1,CONCACAF,1994-07-21
1955,20.0,Belgium,BEL,50.0,44.0,-7,UEFA,1994-07-21
1973,121.0,Haiti,HAI,9.0,9.0,-1,CONCACAF,1994-07-21
1985,134.0,Panama,PAN,6.0,7.0,3,CONCACAF,1994-07-21
2000,98.0,Jordan,JOR,14.0,15.0,2,AFC,1994-07-21
2003,88.0,New Zealand,NZL,17.0,17.0,-2,OFC,1994-07-21
2009,90.0,Croatia,CRO,16.0,17.0,-1,UEFA,1994-07-21
2017,124.0,Haiti,HAI,9.0,9.0,3,CONCACAF,1994-09-13
2043,156.0,Cape Verde,CPV,2.0,2.0,3,CAF,1994-09-13
2062,135.0,Panama,PAN,6.0,6.0,1,CONCACAF,1994-09-13
2070,63.0,Iran,IRN,24.0,24.0,0,AFC,1994-09-13
2076,57.0,Canada,CAN,30.0,31.0,4,CONCACAF,1994-09-13
2078,55.0,Senegal,SEN,31.0,31.0,-1,CAF,1994-09-13
2080,53.0,Ecuador,ECU,32.0,34.0,7,CONMEBOL,1994-09-13
2081,52.0,Australia,AUS,32.0,34.0,5,AFC,1994-09-13
2083,50.0,Algeria,ALG,32.0,34.0,2,CAF,1994-09-13
2092,41.0,Japan,JPN,37.0,38.0,3,AFC,1994-09-13
2093,40.0,Austria,AUT,38.0,38.0,3,UEFA,1994-09-13
2094,39.0,Turkey,TUR,38.0,31.0,-18,UEFA,1994-09-13
2097,67.0,South Africa,RSA,24.0,21.0,-7,CAF,1994-09-13
2102,93.0,New Zealand,NZL,15.0,17.0,5,OFC,1994-09-13
2114,81.0,Paraguay,PAR,20.0,27.0,23,CONMEBOL,1994-09-13
2119,76.0,Iraq,IRQ,23.0,23.0,8,AFC,1994-09-13
2122,73.0,Croatia,CRO,23.0,16.0,-17,UEFA,1994-09-13
2124,71.0,Qatar,QAT,23.0,23.0,4,AFC,1994-09-13
2127,36.0,Uruguay,URU,39.0,47.0,13,CONMEBOL,1994-09-13
2128,38.0,South Korea,KOR,39.0,39.0,2,AFC,1994-09-13
2130,6.0,Spain,ESP,60.0,60.0,0,UEFA,1994-09-13
2131,5.0,Netherlands,NED,61.0,61.0,0,UEFA,1994-09-13
2132,4.0,Germany,GER,61.0,61.0,0,UEFA,1994-09-13
2133,35.0,Czech Republic,CZE,40.0,35.0,-9,UEFA,1994-09-13
2135,1.0,Brazil,BRA,66.0,65.0,0,CONMEBOL,1994-09-13
2138,99.0,Jordan,JOR,14.0,14.0,1,AFC,1994-09-13
2155,8.0,Norway,NOR,57.0,58.0,0,UEFA,1994-09-13
2156,3.0,Sweden,SWE,62.0,61.0,0,UEFA,1994-09-13
2160,31.0,Scotland,SCO,42.0,40.0,-2,UEFA,1994-09-13
2161,30.0,Morocco,MAR,42.0,43.0,0,CAF,1994-09-13
2162,29.0,Saudi Arabia,KSA,43.0,43.0,0,AFC,1994-09-13
2164,27.0,Tunisia,TUN,43.0,42.0,-4,CAF,1994-09-13
2165,26.0,Ghana,GHA,44.0,43.0,-2,CAF,1994-09-13
2166,25.0,Egypt,EGY,45.0,45.0,-1,CAF,1994-09-13
2167,24.0,Portugal,POR,46.0,45.0,-1,UEFA,1994-09-13
2168,23.0,Ivory Coast,CIV,47.0,45.0,-1,CAF,1994-09-13
2169,22.0,United States,USA,48.0,48.0,0,CONCACAF,1994-09-13
2170,9.0,Argentina,ARG,57.0,57.0,0,CONMEBOL,1994-09-13
2171,20.0,France,FRA,50.0,53.0,4,UEFA,1994-09-13
2172,19.0,Belgium,BEL,51.0,50.0,-1,UEFA,1994-09-13
2176,11.0,Switzerland,SUI,56.0,56.0,0,UEFA,1994-09-13
2179,18.0,England,ENG,51.0,52.0,0,UEFA,1994-09-13
2180,15.0,Colombia,COL,53.0,53.0,-2,CONMEBOL,1994-09-13
2181,16.0,Mexico,MEX,52.0,53.0,1,CONCACAF,1994-09-13
2183,26.0,Ghana,GHA,45.0,44.0,0,CAF,1994-10-25
2184,25.0,Portugal,POR,47.0,46.0,1,UEFA,1994-10-25
2185,24.0,Egypt,EGY,47.0,45.0,-1,CAF,1994-10-25
2186,23.0,United States,USA,48.0,48.0,1,CONCACAF,1994-10-25
2187,22.0,Ivory Coast,CIV,48.0,47.0,-1,CAF,1994-10-25
2189,21.0,Belgium,BEL,49.0,51.0,2,UEFA,1994-10-25
2194,27.0,Saudi Arabia,KSA,44.0,43.0,-2,AFC,1994-10-25
2199,53.0,Senegal,SEN,33.0,31.0,-2,CAF,1994-10-25
2203,57.0,Ecuador,ECU,32.0,32.0,4,CONMEBOL,1994-10-25
2204,58.0,Algeria,ALG,31.0,32.0,8,CAF,1994-10-25
2205,59.0,Canada,CAN,30.0,30.0,2,CONCACAF,1994-10-25
2206,60.0,Qatar,QAT,29.0,23.0,-11,AFC,1994-10-25
2213,67.0,Croatia,CRO,26.0,23.0,-6,UEFA,1994-10-25
2215,69.0,South Africa,RSA,26.0,24.0,2,CAF,1994-10-25
2222,64.0,Iran,IRN,27.0,24.0,1,AFC,1994-10-25
2224,50.0,Australia,AUS,33.0,32.0,-2,AFC,1994-10-25
2230,28.0,Scotland,SCO,44.0,42.0,-3,UEFA,1994-10-25
2232,30.0,Tunisia,TUN,43.0,43.0,3,CAF,1994-10-25
2234,32.0,Czech Republic,CZE,41.0,40.0,-3,UEFA,1994-10-25
2235,33.0,Morocco,MAR,41.0,42.0,3,CAF,1994-10-25
2236,34.0,Turkey,TUR,40.0,38.0,-5,UEFA,1994-10-25
2238,35.0,South Korea,KOR,40.0,39.0,-3,AFC,1994-10-25
2239,37.0,Japan,JPN,40.0,37.0,-4,AFC,1994-10-25
2240,38.0,Uruguay,URU,39.0,39.0,2,CONMEBOL,1994-10-25
2243,41.0,Austria,AUT,38.0,38.0,1,UEFA,1994-10-25
2251,77.0,Uzbekistan,UZB,23.0,0.0,77,AFC,1994-10-25
2269,159.0,Cape Verde,CPV,2.0,2.0,3,CAF,1994-10-25
2280,140.0,Panama,PAN,6.0,6.0,5,CONCACAF,1994-10-25
2285,83.0,Iraq,IRQ,21.0,23.0,7,AFC,1994-10-25
2299,131.0,Haiti,HAI,9.0,9.0,7,CONCACAF,1994-10-25
2308,19.0,France,FRA,51.0,50.0,-1,UEFA,1994-10-25
2309,9.0,Argentina,ARG,57.0,57.0,0,CONMEBOL,1994-10-25
2310,17.0,England,ENG,52.0,51.0,-1,UEFA,1994-10-25
2317,105.0,Jordan,JOR,14.0,14.0,6,AFC,1994-10-25
2325,97.0,New Zealand,NZL,15.0,15.0,4,OFC,1994-10-25
2337,85.0,Paraguay,PAR,20.0,20.0,4,CONMEBOL,1994-10-25
2339,18.0,Mexico,MEX,52.0,52.0,2,CONCACAF,1994-10-25
2341,5.0,Netherlands,NED,60.0,61.0,0,UEFA,1994-10-25
2342,1.0,Brazil,BRA,66.0,66.0,0,CONMEBOL,1994-10-25
2344,3.0,Sweden,SWE,61.0,62.0,0,UEFA,1994-10-25
2345,4.0,Germany,GER,61.0,61.0,0,UEFA,1994-10-25
2346,6.0,Spain,ESP,59.0,60.0,0,UEFA,1994-10-25
2347,7.0,Switzerland,SUI,57.0,56.0,-4,UEFA,1994-10-25
2354,15.0,Colombia,COL,53.0,53.0,0,CONMEBOL,1994-10-25
2356,10.0,Norway,NOR,56.0,57.0,2,UEFA,1994-10-25
2360,16.0,England,ENG,53.0,52.0,-1,UEFA,1994-11-22
2363,140.0,Panama,PAN,6.0,6.0,0,CONCACAF,1994-11-22
2377,130.0,Haiti,HAI,9.0,9.0,-1,CONCACAF,1994-11-22
2378,114.0,Jordan,JOR,12.0,14.0,9,AFC,1994-11-22
2406,10.0,Norway,NOR,57.0,56.0,0,UEFA,1994-11-22
2407,7.0,Switzerland,SUI,58.0,57.0,0,UEFA,1994-11-22
2408,6.0,Netherlands,NED,60.0,60.0,1,UEFA,1994-11-22
2409,5.0,Spain,ESP,61.0,59.0,-1,UEFA,1994-11-22
2410,4.0,Germany,GER,61.0,61.0,0,UEFA,1994-11-22
2412,2.0,Sweden,SWE,62.0,61.0,-1,UEFA,1994-11-22
2413,1.0,Brazil,BRA,67.0,66.0,0,CONMEBOL,1994-11-22
2414,9.0,Argentina,ARG,58.0,57.0,0,CONMEBOL,1994-11-22
2424,161.0,Cape Verde,CPV,2.0,2.0,2,CAF,1994-11-22
2443,46.0,Austria,AUT,36.0,38.0,5,UEFA,1994-11-22
2445,48.0,Turkey,TUR,35.0,40.0,14,UEFA,1994-11-22
2452,55.0,Algeria,ALG,32.0,31.0,-3,CAF,1994-11-22
2453,56.0,Australia,AUS,32.0,33.0,6,AFC,1994-11-22
2454,57.0,Ecuador,ECU,32.0,32.0,0,CONMEBOL,1994-11-22
2457,60.0,Qatar,QAT,31.0,29.0,0,AFC,1994-11-22
2458,51.0,Senegal,SEN,34.0,33.0,-2,CAF,1994-11-22
2459,61.0,Croatia,CRO,30.0,26.0,-6,UEFA,1994-11-22
2461,37.0,Uruguay,URU,39.0,39.0,-1,CONMEBOL,1994-11-22
2463,18.0,France,FRA,52.0,51.0,-1,UEFA,1994-11-22
2464,19.0,Mexico,MEX,52.0,52.0,1,CONCACAF,1994-11-22
2466,21.0,Portugal,POR,48.0,47.0,-4,UEFA,1994-11-22
2467,22.0,Belgium,BEL,48.0,49.0,1,UEFA,1994-11-22
2468,23.0,Egypt,EGY,48.0,47.0,-1,CAF,1994-11-22
2469,24.0,United States,USA,48.0,48.0,1,CONCACAF,1994-11-22
2470,25.0,Ivory Coast,CIV,46.0,48.0,3,CAF,1994-11-22
2472,26.0,Ghana,GHA,46.0,45.0,0,CAF,1994-11-22
2474,29.0,Tunisia,TUN,44.0,43.0,-1,CAF,1994-11-22
2475,30.0,Scotland,SCO,43.0,44.0,2,UEFA,1994-11-22
2476,31.0,Morocco,MAR,43.0,41.0,-2,CAF,1994-11-22
2479,34.0,Czech Republic,CZE,41.0,41.0,2,UEFA,1994-11-22
2480,35.0,South Korea,KOR,41.0,40.0,0,AFC,1994-11-22
2481,36.0,Japan,JPN,40.0,40.0,-1,AFC,1994-11-22
2482,27.0,Saudi Arabia,KSA,45.0,44.0,0,AFC,1994-11-22
2483,62.0,Canada,CAN,30.0,30.0,3,CONCACAF,1994-11-22
2485,64.0,South Africa,RSA,28.0,26.0,-5,CAF,1994-11-22
2506,100.0,New Zealand,NZL,15.0,15.0,3,OFC,1994-11-22
2509,86.0,Iraq,IRQ,20.0,21.0,3,AFC,1994-11-22
2518,73.0,Iran,IRN,25.0,27.0,9,AFC,1994-11-22
2522,77.0,Uzbekistan,UZB,24.0,23.0,0,AFC,1994-11-22
2529,84.0,Paraguay,PAR,20.0,20.0,-1,CONMEBOL,1994-11-22
2531,15.0,Colombia,COL,53.0,53.0,0,CONMEBOL,1994-11-22
2535,23.0,United States,USA,48.0,48.0,-1,CONCACAF,1994-12-20
2536,24.0,Belgium,BEL,47.0,48.0,2,UEFA,1994-12-20
2537,25.0,Ivory Coast,CIV,47.0,46.0,0,CAF,1994-12-20
2538,26.0,Ghana,GHA,47.0,46.0,0,CAF,1994-12-20
2539,27.0,Saudi Arabia,KSA,45.0,45.0,0,AFC,1994-12-20
2542,30.0,Tunisia,TUN,44.0,44.0,1,CAF,1994-12-20
2543,22.0,Egypt,EGY,48.0,48.0,-1,CAF,1994-12-20
2545,33.0,Morocco,MAR,43.0,43.0,2,CAF,1994-12-20
2546,34.0,Czech Republic,CZE,41.0,41.0,0,UEFA,1994-12-20
2547,35.0,South Korea,KOR,41.0,41.0,0,AFC,1994-12-20
2548,36.0,Japan,JPN,40.0,40.0,0,AFC,1994-12-20
2549,37.0,Uruguay,URU,39.0,39.0,0,CONMEBOL,1994-12-20
2553,32.0,Scotland,SCO,43.0,43.0,2,UEFA,1994-12-20
2556,19.0,France,FRA,52.0,52.0,1,UEFA,1994-12-20
2557,1.0,Brazil,BRA,67.0,67.0,0,CONMEBOL,1994-12-20
2558,2.0,Spain,ESP,62.0,61.0,-3,UEFA,1994-12-20
2559,3.0,Sweden,SWE,61.0,62.0,1,UEFA,1994-12-20
2561,5.0,Germany,GER,61.0,61.0,1,UEFA,1994-12-20
2562,6.0,Netherlands,NED,60.0,60.0,0,UEFA,1994-12-20
2563,7.0,Switzerland,SUI,58.0,58.0,0,UEFA,1994-12-20
2564,8.0,Norway,NOR,58.0,57.0,-2,UEFA,1994-12-20
2565,20.0,Portugal,POR,51.0,48.0,-1,UEFA,1994-12-20
2571,15.0,Mexico,MEX,54.0,52.0,-4,CONCACAF,1994-12-20
2573,17.0,Colombia,COL,53.0,53.0,2,CONMEBOL,1994-12-20
2574,18.0,England,ENG,52.0,53.0,2,UEFA,1994-12-20
2575,10.0,Argentina,ARG,57.0,58.0,1,CONMEBOL,1994-12-20
2586,75.0,Iran,IRN,25.0,25.0,2,AFC,1994-12-20
2590,78.0,Uzbekistan,UZB,24.0,24.0,1,AFC,1994-12-20
2604,48.0,Turkey,TUR,36.0,35.0,0,UEFA,1994-12-20
2605,49.0,Austria,AUT,36.0,36.0,3,UEFA,1994-12-20
2606,50.0,Senegal,SEN,35.0,34.0,-1,CAF,1994-12-20
2611,55.0,Ecuador,ECU,32.0,32.0,-2,CONMEBOL,1994-12-20
2612,56.0,South Africa,RSA,32.0,28.0,-8,CAF,1994-12-20
2613,57.0,Algeria,ALG,32.0,32.0,2,CAF,1994-12-20
2614,58.0,Australia,AUS,32.0,32.0,2,AFC,1994-12-20
2616,60.0,Qatar,QAT,31.0,31.0,0,AFC,1994-12-20
2618,62.0,Croatia,CRO,30.0,30.0,1,UEFA,1994-12-20
2619,63.0,Canada,CAN,30.0,30.0,1,CONCACAF,1994-12-20
2639,140.0,Panama,PAN,6.0,6.0,0,CONCACAF,1994-12-20
2663,161.0,Cape Verde,CPV,2.0,2.0,0,CAF,1994-12-20
2679,99.0,New Zealand,NZL,15.0,15.0,-1,OFC,1994-12-20
2688,113.0,Jordan,JOR,12.0,12.0,-1,AFC,1994-12-20
2691,132.0,Haiti,HAI,9.0,9.0,2,CONCACAF,1994-12-20
2709,88.0,Iraq,IRQ,20.0,20.0,2,AFC,1994-12-20
2711,87.0,Paraguay,PAR,20.0,20.0,3,CONMEBOL,1994-12-20
2721,79.0,Iran,IRN,25.0,25.0,4,AFC,1995-02-20
2727,64.0,Croatia,CRO,30.0,30.0,2,UEFA,1995-02-20
2729,62.0,Qatar,QAT,31.0,31.0,2,AFC,1995-02-20
2734,82.0,Uzbekistan,UZB,23.0,24.0,4,AFC,1995-02-20
2739,96.0,Iraq,IRQ,19.0,20.0,8,AFC,1995-02-20
2741,94.0,Paraguay,PAR,19.0,20.0,7,CONMEBOL,1995-02-20
2742,7.0,Argentina,ARG,59.0,57.0,-3,CONMEBOL,1995-02-20
2754,60.0,Canada,CAN,31.0,30.0,-3,CONCACAF,1995-02-20
2756,59.0,South Africa,RSA,31.0,32.0,3,CAF,1995-02-20
2758,33.0,South Korea,KOR,42.0,41.0,-2,AFC,1995-02-20
2761,30.0,Scotland,SCO,42.0,43.0,-2,UEFA,1995-02-20
2762,28.0,Egypt,EGY,46.0,48.0,6,CAF,1995-02-20
2763,28.0,Ivory Coast,CIV,46.0,47.0,3,CAF,1995-02-20
2764,27.0,Saudi Arabia,KSA,46.0,45.0,0,AFC,1995-02-20
2766,34.0,Czech Republic,CZE,40.0,41.0,0,UEFA,1995-02-20
2767,25.0,Ghana,GHA,47.0,47.0,-1,CAF,1995-02-20
2768,23.0,Belgium,BEL,47.0,47.0,-1,UEFA,1995-02-20
2769,22.0,United States,USA,48.0,48.0,-1,CONCACAF,1995-02-20
2770,6.0,Norway,NOR,60.0,58.0,-2,UEFA,1995-02-20
2771,5.0,Germany,GER,61.0,61.0,0,UEFA,1995-02-20
2772,4.0,Sweden,SWE,61.0,61.0,1,UEFA,1995-02-20
2774,2.0,Spain,ESP,62.0,62.0,0,UEFA,1995-02-20
2775,1.0,Brazil,BRA,67.0,67.0,0,CONMEBOL,1995-02-20
2776,24.0,Tunisia,TUN,47.0,44.0,-6,CAF,1995-02-20
2777,35.0,Morocco,MAR,40.0,43.0,2,CAF,1995-02-20
2778,36.0,Uruguay,URU,40.0,39.0,-1,CONMEBOL,1995-02-20
2779,37.0,Japan,JPN,39.0,40.0,1,AFC,1995-02-20
2782,54.0,Algeria,ALG,34.0,32.0,-3,CAF,1995-02-20
2784,52.0,Austria,AUT,35.0,36.0,3,UEFA,1995-02-20
2785,51.0,Senegal,SEN,36.0,35.0,1,CAF,1995-02-20
2787,49.0,Turkey,TUR,37.0,36.0,1,UEFA,1995-02-20
